kjv_rid,bhs_rid,gnt_rid,lxx_rid,vul_rid
001028001,001028001,"",001028001,001028001
001028002,001028002,"",001028002,001028002
001028003,001028003,"",001028003,001028003
001028004,001028004,"",001028004,001028004
001028005,001028005,"",001028005,001028005
001028006,001028006,"",001028006,001028006
001028007,001028007,"",001028007,001028007
001028008,001028008,"",001028008,001028008
001028009,001028009,"",001028009,001028009
001028010,001028010,"",001028010,001028010
001028011,001028011,"",001028011,001028011
001028012,001028012,"",001028012,001028012
001028013,001028013,"",001028013,001028013
001028014,001028014,"",001028014,001028014
001028015,001028015,"",001028015,001028015
001028016,001028016,"",001028016,001028016
001028017,001028017,"",001028017,001028017
001028018,001028018,"",001028018,001028018
001028019,001028019,"",001028019,001028019
001028020,001028020,"",001028020,001028020
001028021,001028021,"",001028021,001028021
001028022,001028022,"",001028022,001028022
001029001,001029001,"",001029001,001029001
001029002,001029002,"",001029002,001029002
001029003,001029003,"",001029003,001029003
001029004,001029004,"",001029004,001029004
001029005,001029005,"",001029005,001029005
001029006,001029006,"",001029006,001029006
001029007,001029007,"",001029007,001029007
001029008,001029008,"",001029008,001029008
001029009,001029009,"",001029009,001029009
001029010,001029010,"",001029010,001029010
001029011,001029011,"",001029011,001029011
001029012,001029012,"",001029012,001029012
001029013,001029013,"",001029013,001029013
001029014,001029014,"",001029014,001029014
001029015,001029015,"",001029015,001029015
001029016,001029016,"",001029016,001029016
001029017,001029017,"",001029017,001029017
001029018,001029018,"",001029018,001029018
001029019,001029019,"",001029019,001029019
001029020,001029020,"",001029020,001029020
001029021,001029021,"",001029021,001029021
001029022,001029022,"",001029022,001029022
001029023,001029023,"",001029023,001029023
001029024,001029024,"",001029024,001029024
001029025,001029025,"",001029025,001029025
001029026,001029026,"",001029026,001029026
001029027,001029027,"",001029027,001029027
001029028,001029028,"",001029028,001029028
001029029,001029029,"",001029029,001029029
001029030,001029030,"",001029030,001029030
001029031,001029031,"",001029031,001029031
001029032,001029032,"",001029032,001029032
001029033,001029033,"",001029033,001029033
001029034,001029034,"",001029034,001029034
001029035,001029035,"",001029035,001029035
001030001,001030001,"",001030001,001030001
001030002,001030002,"",001030002,001030002
001030003,001030003,"",001030003,001030003
001030004,001030004,"",001030004,001030004
001030005,001030005,"",001030005,001030005
001030006,001030006,"",001030006,001030006
001030007,001030007,"",001030007,001030007
001030008,001030008,"",001030008,001030008
001030009,001030009,"",001030009,001030009
001030010,001030010,"",001030010,001030010
001030011,001030011,"",001030011,001030011
001030012,001030012,"",001030012,001030012
001030013,001030013,"",001030013,001030013
001030014,001030014,"",001030014,001030014
001030015,001030015,"",001030015,001030015
001030016,001030016,"",001030016,001030016
001030017,001030017,"",001030017,001030017
001030018,001030018,"",001030018,001030018
001030019,001030019,"",001030019,001030019
001030020,001030020,"",001030020,001030020
001030021,001030021,"",001030021,001030021
001030022,001030022,"",001030022,001030022
001030023,001030023,"",001030023,001030023
001030024,001030024,"",001030024,001030024
001030025,001030025,"",001030025,001030025
001030026,001030026,"",001030026,001030026
001030027,001030027,"",001030027,001030027
001030028,001030028,"",001030028,001030028
001030029,001030029,"",001030029,001030029
001030030,001030030,"",001030030,001030030
001030031,001030031,"",001030031,001030031
001030032,001030032,"",001030032,001030032
001030033,001030033,"",001030033,001030033
001030034,001030034,"",001030034,001030034
001030035,001030035,"",001030035,001030035
001030036,001030036,"",001030036,001030036
001030037,001030037,"",001030037,001030037
001030038,001030038,"",001030038,001030038
001030039,001030039,"",001030039,001030039
001030040,001030040,"",001030040,001030040
001030041,001030041,"",001030041,001030041
001030042,001030042,"",001030042,001030042
001030043,001030043,"",001030043,001030043
001031001,001031001,"",001031001,001031001
001031002,001031002,"",001031002,001031002
001031003,001031003,"",001031003,001031003
001031004,001031004,"",001031004,001031004
001031005,001031005,"",001031005,001031005
001031006,001031006,"",001031006,001031006
001031007,001031007,"",001031007,001031007
001031008,001031008,"",001031008,001031008
001031009,001031009,"",001031009,001031009
001031010,001031010,"",001031010,001031010
001031011,001031011,"",001031011,001031011
001031012,001031012,"",001031012,001031012
001031013,001031013,"",001031013,001031013
001031014,001031014,"",001031014,001031014
001031015,001031015,"",001031015,001031015
001031016,001031016,"",001031016,001031016
001031017,001031017,"",001031017,001031017
001031018,001031018,"",001031018,001031018
001031019,001031019,"",001031019,001031019
001031020,001031020,"",001031020,001031020
001031021,001031021,"",001031021,001031021
001031022,001031022,"",001031022,001031022
001031023,001031023,"",001031023,001031023
001031024,001031024,"",001031024,001031024
001031025,001031025,"",001031025,001031025
001031026,001031026,"",001031026,001031026
001031027,001031027,"",001031027,001031027
001031028,001031028,"",001031028,001031028
001031029,001031029,"",001031029,001031029
001031030,001031030,"",001031030,001031030
001031031,001031031,"",001031031,001031031
001031032,001031032,"",001031032,001031032
001031033,001031033,"",001031033,001031033
001031034,001031034,"",001031034,001031034
001031035,001031035,"",001031035,001031035
001031036,001031036,"",001031036,001031036
001031037,001031037,"",001031037,001031037
001031038,001031038,"",001031038,001031038
001031039,001031039,"",001031039,001031039
001031040,001031040,"",001031040,001031040
001031041,001031041,"",001031041,001031041
001031042,001031042,"",001031042,001031042
001031043,001031043,"",001031043,001031043
001031044,001031044,"",001031044,001031044
001031045,001031045,"",001031045,001031045
001031046,001031046,"",001031046,001031046
001031047,001031047,"",001031047,001031047
001031048,001031048,"",001031048,001031048
001031049,001031049,"",001031049,001031049
001031050,001031050,"",001031050,001031050
001031051,001031051,"",001031051,001031051
001031052,001031052,"",001031052,001031052
001031053,001031053,"",001031053,001031053
001031054,001031054,"",001031054,001031054
001031055,001032001,"",001032001,001031055
001032001,001032002,"",001032002,001032001
001032002,001032003,"",001032003,001032002
001032003,001032004,"",001032004,001032003
001032004,001032005,"",001032005,001032004
001032005,001032006,"",001032006,001032005
001032006,001032007,"",001032007,001032006
001032007,001032008,"",001032008,001032007
001032008,001032009,"",001032009,001032008
001032009,001032010,"",001032010,001032009
001032010,001032011,"",001032011,001032010
001032011,001032012,"",001032012,001032011
001032012,001032013,"",001032013,001032012
001032013,001032014,"",001032014,001032013
001032014,001032015,"",001032015,001032014
001032015,001032016,"",001032016,001032015
001032016,001032017,"",001032017,001032016
001032017,001032018,"",001032018,001032017
001032018,001032019,"",001032019,001032018
001032019,001032020,"",001032020,001032019
001032020,001032021,"",001032021,001032020
001032021,001032022,"",001032022,001032021
001032022,001032023,"",001032023,001032022
001032023,001032024,"",001032024,001032023
001032024,001032025,"",001032025,001032024
001032025,001032026,"",001032026,001032025
001032026,001032027,"",001032027,001032026
001032027,001032028,"",001032028,001032027
001032028,001032029,"",001032029,001032028
001032029,001032030,"",001032030,001032029
001032030,001032031,"",001032031,001032030
001032031,001032032,"",001032032,001032031
001032032,001032033,"",001032033,001032032
001033001,001033001,"",001033001,001033001
001033002,001033002,"",001033002,001033002
001033003,001033003,"",001033003,001033003
001033004,001033004,"",001033004,001033004
001033005,001033005,"",001033005,001033005
001033006,001033006,"",001033006,001033006
001033007,001033007,"",001033007,001033007
001033008,001033008,"",001033008,001033008
001033009,001033009,"",001033009,001033009
001033010,001033010,"",001033010,001033010
001033011,001033011,"",001033011,001033011
001033012,001033012,"",001033012,001033012
001033013,001033013,"",001033013,001033013
001033014,001033014,"",001033014,001033014
001033015,001033015,"",001033015,001033015
001033016,001033016,"",001033016,001033016
001033017,001033017,"",001033017,001033017
001033018,001033018,"",001033018,001033018
001033019,001033019,"",001033019,001033019
001033020,001033020,"",001033020,001033020
001034001,001034001,"",001034001,001034001
001034002,001034002,"",001034002,001034002
001034003,001034003,"",001034003,001034003
001034004,001034004,"",001034004,001034004
001034005,001034005,"",001034005,001034005
001034006,001034006,"",001034006,001034006
001034007,001034007,"",001034007,001034007
001034008,001034008,"",001034008,001034008
001034009,001034009,"",001034009,001034009
001034010,001034010,"",001034010,001034010
001034011,001034011,"",001034011,001034011
001034012,001034012,"",001034012,001034012
001034013,001034013,"",001034013,001034013
001034014,001034014,"",001034014,001034014
001034015,001034015,"",001034015,001034015
001034016,001034016,"",001034016,001034016
001034017,001034017,"",001034017,001034017
001034018,001034018,"",001034018,001034018
001034019,001034019,"",001034019,001034019
001034020,001034020,"",001034020,001034020
001034021,001034021,"",001034021,001034021
001034022,001034022,"",001034022,001034022
001034023,001034023,"",001034023,001034023
001034024,001034024,"",001034024,001034024
001034025,001034025,"",001034025,001034025
001034026,001034026,"",001034026,001034026
001034027,001034027,"",001034027,001034027
001034028,001034028,"",001034028,001034028
001034029,001034029,"",001034029,001034029
001034030,001034030,"",001034030,001034030
001034031,001034031,"",001034031,001034031
001035001,001035001,"",001035001,001035001
001035002,001035002,"",001035002,001035002
001035003,001035003,"",001035003,001035003
001035004,001035004,"",001035004,001035004
001035005,001035005,"",001035005,001035005
001035006,001035006,"",001035006,001035006
001035007,001035007,"",001035007,001035007
001035008,001035008,"",001035008,001035008
001035009,001035009,"",001035009,001035009
001035010,001035010,"",001035010,001035010
001035011,001035011,"",001035011,001035011
001035012,001035012,"",001035012,001035012
001035013,001035013,"",001035013,001035013
001035014,001035014,"",001035014,001035014
001035015,001035015,"",001035015,001035015
001035016,001035016,"",001035016,001035016
001035017,001035017,"",001035017,001035017
001035018,001035018,"",001035018,001035018
001035019,001035019,"",001035019,001035019
001035020,001035020,"",001035020,001035020
001035021,001035021,"",001035021,001035021
001035022,001035022,"",001035022,001035022
001035023,001035023,"",001035023,001035023
001035024,001035024,"",001035024,001035024
001035025,001035025,"",001035025,001035025
001035026,001035026,"",001035026,001035026
001035027,001035027,"",001035027,001035027
001035028,001035028,"",001035028,001035028
001035029,001035029,"",001035029,001035029
001036001,001036001,"",001036001,001036001
001036002,001036002,"",001036002,001036002
001036003,001036003,"",001036003,001036003
001036004,001036004,"",001036004,001036004
001036005,001036005,"",001036005,001036005
